prediction;Open;High;Low;Close;Volume;TP;R;V;L;Vt;G;A1;A2;A3;A4;A5;B1;B2;B3;B4;B5;C1;C2;C3;C4;C5;D1;D2;D3;D4;D5;E1;E2;E3;E4;E5;F1;F2;F3;F4;F5;G1;G2;G3;G4;G5;H1;H2;H3;H4;H5;I1;I2;I3;I4;I5
30.32;31.01;31.879999;30.940001;31.309999;1274000;31.37666633;-0.00286017;0.000517647;7.550413127;2.2751863;0.234;0.291596154;291.5961544;-0.291596154;1;0;0.848377038;848.3770385;-0.848377038;848377.0385;-848377.0385;0.885675979;885.6759795;-0.885675979;885675.9795;-885675.9795;0.925593706;925.5937058;-0.925593706;925593.7058;-925593.7058;0.226046032;226.0460317;-0.226046032;226046.0317;-226046.0317;0.532488079;532.4880793;-0.532488079;532488.0793;-532488.0793;0.87112331;871.1233098;-0.87112331;871123.3098;-871123.3098;0.436811168;436.8111677;-0.436811168;436811.1677;-436811.1677;0.897012281;897.0122809;-0.897012281;897012.2809;-897012.2809
31.07;30.6;30.93;29.85;30.32;863000;30.36666667;-0.032189515;8.18057E-06;-114.9479514;0.286016952;0.234;0.797628451;797.6284507;-0.797628451;1;0;0.932517547;932.517547;-0.932517547;932517.547;-932517.547;0.328038933;328.0389329;-0.328038933;328038.9329;-328038.9329;0.853150729;853.1507286;-0.853150729;853150.7286;-853150.7286;0.49280383;492.8038305;-0.49280383;492803.8305;-492803.8305;0.355861154;355.8611542;-0.355861154;355861.1542;-355861.1542;0.457199106;457.1991059;-0.457199106;457199.1059;-457199.1059;0.528106626;528.1066257;-0.528106626;528106.6257;-528106.6257;0.156944949;156.9449491;-0.156944949;156944.9491;-156944.9491
31.610001;30.290001;31.42;30.16;31.07;555900;30.88333333;0.01701427;0.001036165;6.592847424;3.218951484;0.234;0.744956349;744.9563494;-0.744956349;1;0;0.108176839;108.1768394;-0.108176839;108176.8394;-108176.8394;0.670165666;670.165666;-0.670165666;670165.666;-670165.666;0.230495997;230.4959974;-0.230495997;230495.9974;-230495.9974;0.594626523;594.6265229;-0.594626523;594626.5229;-594626.5229;0.423722855;423.7228552;-0.423722855;423722.8552;-423722.8552;0.394814863;394.8148625;-0.394814863;394814.8625;-394814.8625;0.483995435;483.9954347;-0.483995435;483995.4347;-483995.4347;0.476758936;476.7589364;-0.476758936;476758.9364;-476758.9364
31.379999;31.290001;32;30.719999;31.610001;998300;31.44333333;0.018132758;0.000289485;7.011607814;1.701427003;0.234;0.711583124;711.5831245;-0.711583124;1;0;0.828998996;828.9989959;-0.828998996;828998.9959;-828998.9959;0.896731726;896.731726;-0.896731726;896731.726;-896731.726;0.709711996;709.7119962;-0.709711996;709711.9962;-709711.9962;0.255478853;255.4788525;-0.255478853;255478.8525;-255478.8525;0.171980518;171.9805183;-0.171980518;171980.5183;-171980.5183;0.557472502;557.4725023;-0.557472502;557472.5023;-557472.5023;0.936636226;936.6362257;-0.936636226;936636.2257;-936636.2257;0.025449227;25.4492268;-0.025449227;25449.2268;-25449.2268
30.82;31.959999;32.119999;31.200001;31.379999;871300;31.56666633;0.003922389;0.000328797;7.973278092;1.813275769;0.234;0.804271559;804.2715594;-0.804271559;1;0;0.147617672;147.6176719;-0.147617672;147617.6719;-147617.6719;0.915007454;915.0074543;-0.915007454;915007.4543;-915007.4543;0.816106027;816.1060269;-0.816106027;816106.0269;-816106.0269;0.793436646;793.4366455;-0.793436646;793436.6455;-793436.6455;0.130267851;130.267851;-0.130267851;130267.851;-130267.851;0.652566124;652.5661244;-0.652566124;652566.1244;-652566.1244;0.401337863;401.3378633;-0.401337863;401337.8633;-401337.8633;0.649091119;649.0911188;-0.649091119;649091.1188;-649091.1188
31.84;31.299999;31.440001;30.5;30.82;984000;30.92000033;-0.020485724;1.53851E-05;-16.19517917;0.392238948;0.234;0.016958121;16.9581213;-0.016958121;1;0;0.348559227;348.5592272;-0.348559227;348559.2272;-348559.2272;0.550141426;550.1414265;-0.550141426;550141.4265;-550141.4265;0.778776379;778.7763789;-0.778776379;778776.3789;-778776.3789;0.49095833;490.9583296;-0.49095833;490958.3296;-490958.3296;0.591943316;591.9433157;-0.591943316;591943.3157;-591943.3157;0.285918732;285.9187316;-0.285918732;285918.7316;-285918.7316;0.301258509;301.2585088;-0.301258509;301258.5088;-301258.5088;0.378178932;378.1789321;-0.378178932;378178.9321;-378178.9321
32.919998;31.15;32;30.59;31.84;908700;31.47666667;0.018003439;0.000419665;7.003714469;2.048572355;0.234;0.106377391;106.3773906;-0.106377391;1;0;0.160286154;160.2861542;-0.160286154;160286.1542;-160286.1542;0.592275996;592.2759956;-0.592275996;592275.9956;-592275.9956;0.37011671;370.1167096;-0.37011671;370116.7096;-370116.7096;0.07927466;79.27466028;-0.07927466;79274.66028;-79274.66028;0.416649793;416.6497935;-0.416649793;416649.7935;-416649.7935;0.528469287;528.4692871;-0.528469287;528469.2871;-528469.2871;0.339368185;339.3681849;-0.339368185;339368.1849;-339368.1849;0.184326458;184.3264582;-0.184326458;184326.4582;-184326.4582
33;32.07;33.25;31.84;32.919998;1392400;32.66999933;0.037911659;0.000324124;3.599987133;1.800343879;0.234;0.921548682;921.5486817;-0.921548682;1;0;0.971835612;971.8356124;-0.971835612;971835.6124;-971835.6124;0.033147159;33.14715944;-0.033147159;33147.15944;-33147.15944;0.388694579;388.694579;-0.388694579;388694.579;-388694.579;0.61328093;613.2809298;-0.61328093;613280.9298;-613280.9298;0.844883062;844.8830618;-0.844883062;844883.0618;-844883.0618;0.98992836;989.9283603;-0.98992836;989928.3603;-989928.3603;0.092429628;92.42962804;-0.092429628;92429.62804;-92429.62804;0.261216498;261.2164976;-0.261216498;261216.4976;-261216.4976
32.470001;32.799999;33.099998;31.91;33;922500;32.66999933;0;0.001437294;6.544993155;3.791165943;0.234;0.465100794;465.1007937;-0.465100794;1;0;0.397332951;397.3329514;-0.397332951;397332.9514;-397332.9514;0.392607591;392.6075908;-0.392607591;392607.5908;-392607.5908;0.964318487;964.3184868;-0.964318487;964318.4868;-964318.4868;0.916311601;916.3116011;-0.916311601;916311.6011;-916311.6011;0.239813038;239.8130385;-0.239813038;239813.0385;-239813.0385;0.012973047;12.97304684;-0.012973047;12973.04684;-12973.04684;0.926164674;926.1646737;-0.926164674;926164.6737;-926164.6737;0.121439893;121.4398935;-0.121439893;121439.8935;-121439.8935
32.130001;32.610001;33.470001;32.290001;32.470001;963200;32.74333433;0.00224472;0;#ZAHL!;0;0.234;0.478411556;478.4115564;-0.478411556;1;0;0.66237272;662.3727203;-0.66237272;662372.7203;-662372.7203;0.23025443;230.2544297;-0.23025443;230254.4297;-230254.4297;0.904293232;904.293232;-0.904293232;904293.232;-904293.232;0.719186939;719.186939;-0.719186939;719186.939;-719186.939;0.710429814;710.4298145;-0.710429814;710429.8145;-710429.8145;0.946059185;946.0591853;-0.946059185;946059.1853;-946059.1853;0.799499876;799.4998755;-0.799499876;799499.8755;-799499.8755;0.48093909;480.9390897;-0.48093909;480939.0897;-480939.0897
32.27;32.599998;32.830002;31.700001;32.130001;430300;32.22000133;-0.015982887;5.03877E-06;-38.49909866;0.224471997;0.234;0.662943774;662.9437736;-0.662943774;1;0;0.239220178;239.220178;-0.239220178;239220.178;-239220.178;0.432884792;432.8847921;-0.432884792;432884.7921;-432884.7921;0.266130997;266.1309969;-0.266130997;266130.9969;-266130.9969;0.825737513;825.7375133;-0.825737513;825737.5133;-825737.5133;0.362630664;362.6306644;-0.362630664;362630.6644;-362630.6644;0.452026836;452.026836;-0.452026836;452026.836;-452026.836;0.735025251;735.025251;-0.735025251;735025.251;-735025.251;0.921710928;921.7109284;-0.921710928;921710.9284;-921710.9284
32.150002;32.099998;32.299999;31.620001;32.27;495800;32.06333333;-0.004862445;0.000255453;8.179918609;1.598288661;0.234;0.013430585;13.43058513;-0.013430585;1;0;0.077590995;77.59099469;-0.077590995;77590.99469;-77590.99469;0.802647006;802.647006;-0.802647006;802647.006;-802647.006;0.718477285;718.4772846;-0.718477285;718477.2846;-718477.2846;0.737951075;737.951075;-0.737951075;737951.075;-737951.075;0.252299305;252.2993053;-0.252299305;252299.3053;-252299.3053;0.188858528;188.8585284;-0.188858528;188858.5284;-188858.5284;0.301668279;301.6682793;-0.301668279;301668.2793;-301668.2793;0.578776647;578.7766472;-0.578776647;578776.6472;-578776.6472
33.23;32.130001;32.66;31.52;32.150002;910800;32.11000067;0.001455474;2.36434E-05;10.56282939;0.486244548;0.234;0.603239365;603.2393654;-0.603239365;1;0;0.03473803;34.73802958;-0.03473803;34738.02958;-34738.02958;0.536562658;536.5626584;-0.536562658;536562.6584;-536562.6584;0.727264278;727.2642784;-0.727264278;727264.2784;-727264.2784;0.57713848;577.1384804;-0.57713848;577138.4804;-577138.4804;0.595805275;595.8052754;-0.595805275;595805.2754;-595805.2754;0.075242286;75.24228644;-0.075242286;75242.28644;-75242.28644;0.664897897;664.8978968;-0.664897897;664897.8968;-664897.8968;0.605255006;605.2550063;-0.605255006;605255.0063;-605255.0063
33.689999;32;34.290001;31.91;33.23;1525200;33.14333367;0.032181033;2.1184E-06;-475.8028461;0.145547354;0.234;0.89586084;895.8608401;-0.89586084;1;0;0.831413888;831.413888;-0.831413888;831413.888;-831413.888;0.95861747;958.6174699;-0.95861747;958617.4699;-958617.4699;0.502722741;502.7227413;-0.502722741;502722.7413;-502722.7413;0.189801737;189.8017374;-0.189801737;189801.7374;-189801.7374;0.456300064;456.3000644;-0.456300064;456300.0644;-456300.0644;0.342424033;342.4240334;-0.342424033;342424.0334;-342424.0334;0.888765362;888.7653618;-0.888765362;888765.3618;-888765.3618;0.376667461;376.6674606;-0.376667461;376667.4606;-376667.4606
33.82;33.439999;34;32.869999;33.689999;1103400;33.51999933;0.011364749;0.001035619;6.74804076;3.218103328;0.234;0.44116046;441.1604599;-0.44116046;1;0;0.536115353;536.1153528;-0.536115353;536115.3528;-536115.3528;0.298202037;298.2020372;-0.298202037;298202.0372;-298202.0372;0.517380661;517.3806613;-0.517380661;517380.6613;-517380.6613;0.195790088;195.7900879;-0.195790088;195790.0879;-195790.0879;0.314779037;314.779037;-0.314779037;314779.037;-314779.037;0.674040593;674.0405931;-0.674040593;674040.5931;-674040.5931;0.560166272;560.166272;-0.560166272;560166.272;-560166.272;0.810344357;810.3443572;-0.810344357;810344.3572;-810344.3572
34.619999;33.630001;34.279999;33.009998;33.82;1420300;33.70333233;0.005469362;0.000129158;8.722869802;1.136474896;0.234;0.90433142;904.3314203;-0.90433142;1;0;0.500117032;500.1170321;-0.500117032;500117.0321;-500117.0321;0.314100753;314.1007535;-0.314100753;314100.7535;-314100.7535;0.346290486;346.2904857;-0.346290486;346290.4857;-346290.4857;0.812894326;812.8943261;-0.812894326;812894.3261;-812894.3261;0.877616864;877.616864;-0.877616864;877616.864;-877616.864;0.945392615;945.3926148;-0.945392615;945392.6148;-945392.6148;0.563269892;563.2698921;-0.563269892;563269.8921;-563269.8921;0.6863413;686.3413004;-0.6863413;686341.3004;-686341.3004
33.900002;33.889999;35;33.5;34.619999;2085700;34.373333;0.01987936;2.99139E-05;-2.793685631;0.546936168;0.234;0.561329699;561.3296987;-0.561329699;1;0;0.176692216;176.6922156;-0.176692216;176692.2156;-176692.2156;0.258990393;258.9903932;-0.258990393;258990.3932;-258990.3932;0.372338443;372.3384429;-0.372338443;372338.4429;-372338.4429;0.940448418;940.448418;-0.940448418;940448.418;-940448.418;0.371701392;371.7013917;-0.371701392;371701.3917;-371701.3917;0.121420573;121.4205729;-0.121420573;121420.5729;-121420.5729;0.289670231;289.6702313;-0.289670231;289670.2313;-289670.2313;0.947564942;947.5649419;-0.947564942;947564.9419;-947564.9419
33.709999;34.080002;34.799999;33.549999;33.900002;1263300;34.08333333;-0.008436763;0.000395189;7.6560328;1.98793597;0.234;0.765380848;765.3808484;-0.765380848;1;0;0.14798068;147.9806797;-0.14798068;147980.6797;-147980.6797;0.991108535;991.1085348;-0.991108535;991108.5348;-991108.5348;0.350124998;350.1249983;-0.350124998;350124.9983;-350124.9983;0.965779167;965.7791665;-0.965779167;965779.1665;-965779.1665;0.464731904;464.7319036;-0.464731904;464731.9036;-464731.9036;0.019561107;19.56110722;-0.019561107;19561.10722;-19561.10722;0.107889266;107.8892662;-0.107889266;107889.2662;-107889.2662;0.271218804;271.2188038;-0.271218804;271218.8038;-271218.8038
33.900002;33.82;34.189999;33.580002;33.709999;661500;33.82666667;-0.007530562;7.1179E-05;8.753597918;0.843676308;0.234;0.527692251;527.6922509;-0.527692251;1;0;0.168119801;168.1198007;-0.168119801;168119.8007;-168119.8007;0.852348911;852.348911;-0.852348911;852348.911;-852348.911;0.344364596;344.3645959;-0.344364596;344364.5959;-344364.5959;0.484113643;484.1136433;-0.484113643;484113.6433;-484113.6433;0.773877184;773.877184;-0.773877184;773877.184;-773877.184;0.206913129;206.9131287;-0.206913129;206913.1287;-206913.1287;0.120506174;120.5061742;-0.120506174;120506.1742;-120506.1742;0.305206712;305.2067116;-0.305206712;305206.7116;-305206.7116
34.169998;33.82;34.799999;33.5;33.900002;660400;34.066667;0.007095004;5.67094E-05;8.88990332;0.753056235;0.234;0.380943105;380.9431052;-0.380943105;1;0;0.892491046;892.4910461;-0.892491046;892491.0461;-892491.0461;0.962311569;962.3115687;-0.962311569;962311.5687;-962311.5687;0.668996994;668.9969944;-0.668996994;668996.9944;-668996.9944;0.791620083;791.6200829;-0.791620083;791620.0829;-791620.0829;0.962351637;962.3516371;-0.962351637;962351.6371;-962351.6371;0.267157056;267.1570557;-0.267157056;267157.0557;-267157.0557;0.293887313;293.8873126;-0.293887313;293887.3126;-293887.3126;0.901807862;901.8078625;-0.901807862;901807.8625;-901807.8625
34.57;34.299999;34.490002;33.849998;34.169998;664400;34.16999933;0.003033239;5.03391E-05;9.713957568;0.709500394;0.234;0.152583479;152.5834788;-0.152583479;1;0;0.387140338;387.1403384;-0.387140338;387140.3384;-387140.3384;0.141465841;141.4658408;-0.141465841;141465.8408;-141465.8408;0.745550814;745.550814;-0.745550814;745550.814;-745550.814;0.946092118;946.092118;-0.946092118;946092.118;-946092.118;0.696649657;696.6496568;-0.696649657;696649.6568;-696649.6568;0.800462974;800.4629736;-0.800462974;800462.9736;-800462.9736;0.87652975;876.5297503;-0.87652975;876529.7503;-876529.7503;0.447335767;447.3357675;-0.447335767;447335.7675;-447335.7675
35.279999;34.43;34.799999;34.18;34.57;929800;34.51666633;0.010145362;9.20054E-06;0.409036339;0.303323872;0.234;0.078183871;78.18387112;-0.078183871;1;0;0.97239554;972.3955404;-0.97239554;972395.5404;-972395.5404;0.64336694;643.3669399;-0.64336694;643366.9399;-643366.9399;0.092853906;92.85390565;-0.092853906;92853.90565;-92853.90565;0.12523507;125.2350701;-0.12523507;125235.0701;-125235.0701;0.239886444;239.8864445;-0.239886444;239886.4445;-239886.4445;0.576418999;576.4189985;-0.576418999;576418.9985;-576418.9985;0.283517694;283.5176937;-0.283517694;283517.6937;-283517.6937;0.05904511;59.04510973;-0.05904511;59045.10973;-59045.10973
35.259998;34.599998;35.5;34.459999;35.279999;1572600;35.07999933;0.016320609;0.000102928;6.593636057;1.014536163;0.234;0.243222766;243.2227661;-0.243222766;1;0;0.254094843;254.0948434;-0.254094843;254094.8434;-254094.8434;0.283472168;283.472168;-0.283472168;283472.168;-283472.168;0.89648177;896.4817703;-0.89648177;896481.7703;-896481.7703;0.41664353;416.6435299;-0.41664353;416643.5299;-416643.5299;0.756549741;756.549741;-0.756549741;756549.741;-756549.741;0.192023183;192.0231832;-0.192023183;192023.1832;-192023.1832;0.600204356;600.2043557;-0.600204356;600204.3557;-600204.3557;0.048855712;48.85571234;-0.048855712;48855.71234;-48855.71234
33.610001;35.209999;35.799999;34.950001;35.259998;2063800;35.336666;0.00731661;0.000266362;8.029675943;1.632060856;0.234;0.232627334;232.6273339;-0.232627334;1;0;0.730804185;730.8041846;-0.730804185;730804.1846;-730804.1846;0.97590567;975.9056702;-0.97590567;975905.6702;-975905.6702;0.802408679;802.4086791;-0.802408679;802408.6791;-802408.6791;0.652579499;652.5794993;-0.652579499;652579.4993;-652579.4993;0.827568539;827.5685391;-0.827568539;827568.5391;-827568.5391;0.296248381;296.2483811;-0.296248381;296248.3811;-296248.3811;0.905000796;905.0007961;-0.905000796;905000.7961;-905000.7961;0.204263382;204.2633821;-0.204263382;204263.3821;-204263.3821
33.810001;35.259998;35.299999;32.75;33.610001;2151300;33.88666667;-0.041033847;5.35328E-05;-21.61797182;0.731660979;0.234;0.152263205;152.2632049;-0.152263205;1;0;0.921516565;921.5165646;-0.921516565;921516.5646;-921516.5646;0.939769204;939.769204;-0.939769204;939769.204;-939769.204;0.173458375;173.4583755;-0.173458375;173458.3755;-173458.3755;0.309557197;309.5571971;-0.309557197;309557.1971;-309557.1971;0.210694784;210.694784;-0.210694784;210694.784;-210694.784;0.012112539;12.11253862;-0.012112539;12112.53862;-12112.53862;0.142046703;142.0467033;-0.142046703;142046.7033;-142046.7033;0.311689896;311.6898963;-0.311689896;311689.8963;-311689.8963
34.400002;33.779999;34.400002;33.59;33.810001;1023000;33.93333433;0.001377169;0.001683777;6.385589657;4.103384664;0.234;0.942339228;942.3392283;-0.942339228;1;0;0.21261165;212.6116495;-0.21261165;212611.6495;-212611.6495;0.069284325;69.28432511;-0.069284325;69284.32511;-69284.32511;0.216785456;216.7854556;-0.216785456;216785.4556;-216785.4556;0.70877923;708.7792297;-0.70877923;708779.2297;-708779.2297;0.343933033;343.9330333;-0.343933033;343933.0333;-343933.0333;0.382657563;382.6575632;-0.382657563;382657.5632;-382657.5632;0.16404212;164.0421201;-0.16404212;164042.1201;-164042.1201;0.753093635;753.0936347;-0.753093635;753093.6347;-753093.6347
34.59;33.77;34.5;33.75;34.400002;824900;34.21666733;0.008349695;1.89659E-06;-23.58381058;0.137716899;0.234;0.060090375;60.09037516;-0.060090375;1;0;0.087792101;87.79210066;-0.087792101;87792.10066;-87792.10066;0.198426913;198.4269134;-0.198426913;198426.9134;-198426.9134;0.174322862;174.3228621;-0.174322862;174322.8621;-174322.8621;0.260796686;260.7966855;-0.260796686;260796.6855;-260796.6855;0.092650489;92.65048895;-0.092650489;92650.48895;-92650.48895;0.774832599;774.832599;-0.774832599;774832.599;-774832.599;0.766745621;766.7456212;-0.766745621;766745.6212;-766745.6212;0.567581668;567.5816679;-0.567581668;567581.6679;-567581.6679
34.610001;34.259998;35.07;34.259998;34.59;1553900;34.63999933;0.012372099;6.97174E-05;7.375499347;0.834969524;0.234;0.661806048;661.8060483;-0.661806048;1;0;0.837582623;837.5826233;-0.837582623;837582.6233;-837582.6233;0.994575805;994.5758053;-0.994575805;994575.8053;-994575.8053;0.343047379;343.0473785;-0.343047379;343047.3785;-343047.3785;0.342821612;342.8216124;-0.342821612;342821.6124;-342821.6124;0.051009649;51.0096493;-0.051009649;51009.6493;-51009.6493;0.206617096;206.6170956;-0.206617096;206617.0956;-206617.0956;0.105102399;105.1023988;-0.105102399;105102.3988;-105102.3988;0.757461242;757.461242;-0.757461242;757461.242;-757461.242
34.43;34.75;35.259998;34.52;34.610001;1298800;34.79666633;0.004522719;0.000153069;8.650990192;1.237209913;0.234;0.408505304;408.5053035;-0.408505304;1;0;0.178173279;178.1732786;-0.178173279;178173.2786;-178173.2786;0.437305439;437.3054395;-0.437305439;437305.4395;-437305.4395;0.58013075;580.13075;-0.58013075;580130.75;-580130.75;0.023870242;23.87024159;-0.023870242;23870.24159;-23870.24159;0.225526579;225.5265793;-0.225526579;225526.5793;-225526.5793;0.462658898;462.6588979;-0.462658898;462658.8979;-462658.8979;0.993218181;993.2181813;-0.993218181;993218.1813;-993218.1813;0.703354228;703.3542282;-0.703354228;703354.2282;-703354.2282
34;34.509998;34.790001;34.049999;34.43;921200;34.42333333;-0.010728988;2.0455E-05;5.16974896;0.452271949;0.234;0.487224376;487.2243763;-0.487224376;1;0;0.854787181;854.787181;-0.854787181;854787.181;-854787.181;0.697214515;697.2145148;-0.697214515;697214.5148;-697214.5148;0.69800329;698.0032902;-0.69800329;698003.2902;-698003.2902;0.976213038;976.2130384;-0.976213038;976213.0384;-976213.0384;0.181776689;181.776689;-0.181776689;181776.689;-181776.689;0.170879169;170.8791688;-0.170879169;170879.1688;-170879.1688;0.988124451;988.1244512;-0.988124451;988124.4512;-988124.4512;0.894585865;894.5858645;-0.894585865;894585.8645;-894585.8645
34.279999;33.939999;34.169998;33.580002;34;1492400;33.91666667;-0.014718699;0.000115111;7.187604714;1.072898755;0.234;0.28907742;289.0774199;-0.28907742;1;0;0.030887946;30.88794565;-0.030887946;30887.94565;-30887.94565;0.910931736;910.9317358;-0.910931736;910931.7358;-910931.7358;0.247254884;247.2548839;-0.247254884;247254.8839;-247254.8839;0.534701664;534.7016643;-0.534701664;534701.6643;-534701.6643;0.439604025;439.6040254;-0.439604025;439604.0254;-439604.0254;0.571110683;571.1106829;-0.571110683;571110.6829;-571110.6829;0.633202587;633.2025874;-0.633202587;633202.5874;-633202.5874;0.063475133;63.47513289;-0.063475133;63475.13289;-63475.13289
33.59;33.639999;34.349998;33.549999;34.279999;375800;34.05999867;0.004226005;0.00021664;8.354836356;1.471869856;0.234;0.717259065;717.2590654;-0.717259065;1;0;0.948510759;948.5107595;-0.948510759;948510.7595;-948510.7595;0.912448934;912.4489339;-0.912448934;912448.9339;-912448.9339;0.639406842;639.4068417;-0.639406842;639406.8417;-639406.8417;0.413106318;413.1063185;-0.413106318;413106.3185;-413106.3185;0.433634657;433.6346569;-0.433634657;433634.6569;-433634.6569;0.484888777;484.8887766;-0.484888777;484888.7766;-484888.7766;0.874593388;874.5933877;-0.874593388;874593.3877;-874593.3877;0.218409652;218.4096523;-0.218409652;218409.6523;-218409.6523
33.689999;33.959999;34.5;33.5;33.59;601400;33.86333333;-0.005774085;1.78591E-05;9.066159495;0.422600491;0.234;0.147671008;147.6710079;-0.147671008;1;0;0.377073343;377.0733427;-0.377073343;377073.3427;-377073.3427;0.314646769;314.6467694;-0.314646769;314646.7694;-314646.7694;0.969695178;969.6951784;-0.969695178;969695.1784;-969695.1784;0.425104655;425.1046545;-0.425104655;425104.6545;-425104.6545;0.826378035;826.3780352;-0.826378035;826378.0352;-826378.0352;0.18339973;183.3997299;-0.18339973;183399.7299;-183399.7299;0.054557874;54.55787444;-0.054557874;54557.87444;-54557.87444;0.505972822;505.9728224;-0.505972822;505972.8224;-505972.8224
33.220001;33.5;33.91;33;33.689999;561100;33.533333;-0.009745063;3.33401E-05;7.460337795;0.577408517;0.234;0.921947651;921.9476514;-0.921947651;1;0;0.21596836;215.9683596;-0.21596836;215968.3596;-215968.3596;0.686844094;686.8440935;-0.686844094;686844.0935;-686844.0935;0.656005152;656.0051516;-0.656005152;656005.1516;-656005.1516;0.933767441;933.7674409;-0.933767441;933767.4409;-933767.4409;0.873404249;873.404249;-0.873404249;873404.249;-873404.249;0.226360922;226.3609223;-0.226360922;226360.9223;-226360.9223;0.696868678;696.8686777;-0.696868678;696868.6777;-696868.6777;0.690795118;690.7951176;-0.690795118;690795.1176;-690795.1176
33.869999;33.380001;33.650002;33.02;33.220001;414100;33.29666767;-0.007057614;9.49663E-05;8.737487639;0.974506349;0.234;0.88144881;881.4488103;-0.88144881;1;0;0.359703971;359.7039708;-0.359703971;359703.9708;-359703.9708;0.224519362;224.5193619;-0.224519362;224519.3619;-224519.3619;0.655807991;655.8079912;-0.655807991;655807.9912;-655807.9912;0.18694054;186.9405403;-0.18694054;186940.5403;-186940.5403;0.815635633;815.6356331;-0.815635633;815635.6331;-815635.6331;0.560097761;560.0977607;-0.560097761;560097.7607;-560097.7607;0.857838473;857.8384733;-0.857838473;857838.4733;-857838.4733;0.930740967;930.7409674;-0.930740967;930740.9674;-930740.9674
35.360001;33;33.970001;33;33.869999;594900;33.61333333;0.009510431;4.98099E-05;8.091427174;0.705761438;0.234;0.158106089;158.1060891;-0.158106089;1;0;0.27746464;277.4646401;-0.27746464;277464.6401;-277464.6401;0.643652067;643.6520667;-0.643652067;643652.0667;-643652.0667;0.225467727;225.4677272;-0.225467727;225467.7272;-225467.7272;0.50449728;504.4972799;-0.50449728;504497.2799;-504497.2799;0.570814196;570.8141956;-0.570814196;570814.1956;-570814.1956;0.442432259;442.4322585;-0.442432259;442432.2585;-442432.2585;0.317488074;317.4880743;-0.317488074;317488.0743;-317488.0743;0.835647057;835.6470567;-0.835647057;835647.0567;-835647.0567
34.77;35;35.450001;34.709999;35.360001;1194800;35.17333367;0.046410165;9.04483E-05;-14.50290889;0.951043119;0.234;0.364254672;364.2546716;-0.364254672;1;0;0.28125424;281.2542398;-0.28125424;281254.2398;-281254.2398;0.140631495;140.6314948;-0.140631495;140631.4948;-140631.4948;0.349694027;349.6940269;-0.349694027;349694.0269;-349694.0269;0.763556588;763.5565885;-0.763556588;763556.5885;-763556.5885;0.507964469;507.964469;-0.507964469;507964.469;-507964.469;0.217924602;217.9246016;-0.217924602;217924.6016;-217924.6016;0.679023241;679.0232407;-0.679023241;679023.2407;-679023.2407;0.876097742;876.0977415;-0.876097742;876097.7415;-876097.7415
34.400002;35.18;35.450001;34.75;34.77;742000;34.99000033;-0.005212282;0.002153903;6.127860232;4.641016462;0.234;0.698323784;698.3237844;-0.698323784;1;0;0.730075522;730.0755217;-0.730075522;730075.5217;-730075.5217;0.507643302;507.6433023;-0.507643302;507643.3023;-507643.3023;0.99643805;996.4380504;-0.99643805;996438.0504;-996438.0504;0.19381987;193.8198701;-0.19381987;193819.8701;-193819.8701;0.349985183;349.9851833;-0.349985183;349985.1833;-349985.1833;0.345852853;345.8528534;-0.345852853;345852.8534;-345852.8534;0.142089037;142.0890369;-0.142089037;142089.0369;-142089.0369;0.988472317;988.4723169;-0.988472317;988472.3169;-988472.3169
34.34;34.799999;34.799999;33.919998;34.400002;674000;34.373333;-0.017624102;2.71679E-05;-0.91947189;0.521228198;0.234;0.84218983;842.1898305;-0.84218983;1;0;0.571611565;571.6115651;-0.571611565;571611.5651;-571611.5651;0.269071374;269.0713737;-0.269071374;269071.3737;-269071.3737;0.29650179;296.5017898;-0.29650179;296501.7898;-296501.7898;0.157988565;157.9885655;-0.157988565;157988.5655;-157988.5655;0.164433213;164.4332134;-0.164433213;164433.2134;-164433.2134;0.493784638;493.784638;-0.493784638;493784.638;-493784.638;0.275003966;275.0039665;-0.275003966;275003.9665;-275003.9665;0.487260939;487.2609386;-0.487260939;487260.9386;-487260.9386
33.68;34.799999;34.799999;33.900002;34.34;442000;34.346667;-0.000775776;0.000310609;8.075038194;1.762410196;0.234;0.191073833;191.0738332;-0.191073833;1;0;0.430773837;430.773837;-0.430773837;430773.837;-430773.837;0.712250813;712.2508132;-0.712250813;712250.8132;-712250.8132;0.277051371;277.0513708;-0.277051371;277051.3708;-277051.3708;0.071835874;71.83587377;-0.071835874;71835.87377;-71835.87377;0.304307783;304.3077833;-0.304307783;304307.7833;-304307.7833;0.419991261;419.9912607;-0.419991261;419991.2607;-419991.2607;0.745951202;745.9512019;-0.745951202;745951.2019;-745951.2019;0.575525046;575.5250458;-0.575525046;575525.0458;-575525.0458
